date,Hyle Alpha I,Sleeve A (standalone),Sleeve B (standalone),SPY
2021-09-20,0.982247398526151,0.9643969168869057,1.0,1.070619866308183
2021-09-21,0.9866908249379782,0.973040047930711,1.0,1.0696085444364973
2021-09-22,0.9991372930213107,0.9975595663989694,1.0,1.0800424261858377
2021-09-23,1.01070104702856,1.020622534635904,1.0,1.0931649441306344
2021-09-24,1.0057585238726343,1.01064332257029,1.0,1.0949655903899767
2021-09-27,1.0159247294935907,1.0310888554543833,1.0,1.091832959226463
2021-09-28,1.0070223634119928,1.0131838041904473,1.0,1.069830541920526
2021-09-29,1.0036465405132453,1.006395103706267,1.0,1.0716311881798684
2021-09-30,0.9983057265092224,0.9956885170829918,1.0,1.058533336622186
2021-10-01,1.0007019684313108,1.0004757559564832,1.0,1.0711131940504686
2021-10-04,0.9933911896441229,0.9858988204479397,1.0,1.057300017266472
2021-10-05,1.0040650958963067,1.0070518117169582,1.0,1.0683012259194407
2021-10-06,1.0034338309680162,1.0057898106135768,1.0,1.072741175600011
2021-10-07,1.0049761391426209,1.0088398909380167,1.0,1.0820157371549801
2021-10-08,1.0036999638424315,1.0062829475006834,1.0,1.0800424261858377
2021-10-11,1.0028526684710117,1.004584787717461,1.0,1.0722231814706111
2021-10-12,1.0044485067839568,1.0077805196094038,1.0,1.0695838780493834
2021-10-13,1.0020342892684453,1.0029544931761551,1.0,1.0734318344392109
2021-10-14,0.9999172856547762,0.998777605943434,1.0,1.0914876298068634
2021-10-15,1.0112588392944017,1.0213108797618315,1.0,1.0998002022643756
2021-10-18,1.0092237117027933,1.0172197855108664,1.0,1.1030561653634605
2021-10-19,1.009004968408953,1.0167818311596433,1.0,1.111566068917887
2021-10-20,1.0152280685123198,1.0292484501103236,1.0,1.1159320194371145
2021-10-21,1.0098494853804367,1.0183367541970305,1.0,1.1188426531165994
2021-10-22,1.0066050798976576,1.0118126634898,1.0,1.1176833329222284
2021-10-25,1.0082329864143171,1.015086741191761,1.0,1.1236772649909983
