date,Hyle Alpha I,Sleeve A (standalone),Sleeve B (standalone),SPY
2021-10-26,1.011659156439568,1.022002555875963,1.0,1.1246885868626837
2021-10-27,1.0081735280621502,1.0149994396636748,1.0,1.1197059766655992
2021-10-28,1.0105877128179255,1.0198646052144411,1.0,1.1305098542216536
2021-10-29,1.0098552791629711,1.01842832932611,1.0,1.1328038282232817
2021-11-01,1.0202441233001323,1.0393493659006428,1.0,1.1347524728053098
2021-11-02,1.0200121075373005,1.038882370140323,1.0,1.1393404208085658
2021-11-03,1.0249191973692915,1.048810810495567,1.0,1.1462963419747927
2021-11-04,1.0215446102508767,1.0419095616428253,1.0,1.15169828075282
2021-11-05,1.0230075501806206,1.0446933351535506,1.0,1.155694235465333
2021-11-08,1.025055423941219,1.048879175335352,1.0,1.1566808909499042
2021-11-09,1.0207756787286986,1.0401307877569728,1.0,1.152857600947191
2021-11-10,1.0183002954816245,1.0351190800025953,1.0,1.143583039392222
2021-11-11,1.0230998433511207,1.0448781717424689,1.0,1.1439530351989362
2021-11-12,1.0325474507868944,1.0643397529535772,1.0,1.1525862706889338
2021-11-15,1.0267280612796936,1.0568177563582843,1.0,1.1529809328827623
2021-11-16,1.0274124276264054,1.058263668040977,1.0,1.1575442144989037
2021-11-17,1.0244599541063344,1.0520865722684898,1.0,1.1547322463678757
2021-11-18,1.0239279268143084,1.0510276022518728,1.0,1.1586542019190462
2021-11-19,1.017363427117725,1.0376286829792698,1.0,1.1565822254014468
2021-11-22,1.0162403664158821,1.035341317016207,1.0,1.153326262302362
2021-11-23,1.0162957238053376,1.0354421116298356,1.0,1.1548555783034473
2021-11-24,1.0174761730552249,1.037832047497186,1.0,1.157938876692732
2021-11-26,0.9988906792488446,0.9999944660092202,1.0,1.1321131693840816
2021-11-29,0.9990980582138794,1.0004254799257717,1.0,1.146000345329421
2021-11-30,0.9920956578806746,0.9864334102742638,1.0,1.1237019313781123
2021-12-01,0.9879048664567106,0.9781067292414924,1.0,1.111220739498287
2021-12-02,1.0009653613091136,1.0039687993730413,1.0,1.1282405466071395
2021-12-03,0.9969449598697213,0.9959719553796395,1.0,1.1184233245356563
2021-12-06,1.0014474862125584,1.0049687793866886,1.0,1.1316691744160243
2021-12-07,1.0124145892066045,1.0268673834860562,1.0,1.1550775757874754
2021-12-08,1.008374779305988,1.0186760368191687,1.0,1.1581362077896462
2021-12-09,0.9999779419188711,1.0017594009800201,1.0,1.1503169630744197
2021-12-10,1.0012664028120812,1.0044957132217929,1.0,1.1611455070175885
2021-12-13,0.9936617011783189,0.9923371332192545,1.0,1.1508596235909339
2021-12-14,0.9938470013896422,0.9927349268355309,1.0,1.1429417133272504
2021-12-15,1.0009843184488334,1.0069601345426396,1.0,1.1608001775979886
2021-12-16,0.999506073431842,1.0039812893791995,1.0,1.1505636269455626
2021-12-17,1.004535290461235,1.0140850240022241,1.0,1.1343331442243667
2021-12-20,0.9683712675169137,0.9412231987012253,1.0,1.122271280925484
2021-12-21,0.9693907865001276,0.9435110610579693,1.0,1.1422017217138216
2021-12-22,0.9758688941301982,0.956021997236327,1.0,1.1536222589477327
2021-12-23,0.9865848797781049,0.9769882142417581,1.0,1.1608001775979881
2021-12-27,0.9818411564520496,0.9676013137869045,1.0,1.1772279914160981
2021-12-28,0.9844965601655226,0.9728362642929236,1.0,1.1762660023186413
2021-12-29,0.9813996804283801,0.9667223157114886,1.0,1.1777706519326125
2021-12-30,0.9764684280824288,0.9569974606578245,1.0,1.1745146888335276
2021-12-31,0.9784289332789955,0.9608453075452429,1.0,1.171554722379814
2022-01-03,0.9838748584146725,0.971641309919736,1.0,1.1783379788362407
2022-01-04,0.9919467251054762,0.9870277157305717,1.0,1.1779433166424123
2022-01-05,0.9844917336416552,0.9723391770496174,1.0,1.155324239658618
2022-01-06,0.9896616228947351,0.9824105583094357,1.0,1.1542389186255897
2022-01-07,0.9894125143866951,0.9820822234708732,1.0,1.1496756370094479
2022-01-10,0.9983600845481644,0.9945187883877542,1.0,1.1482449865568196
2022-01-11,1.0090778411670487,1.0158884241538282,1.0,1.1587035346932741
2022-01-12,1.0087868065036705,1.0156217286207352,1.0,1.1618361658567877
2022-01-13,1.0074094759743453,1.0128542883318854,1.0,1.1458276806196204
2022-01-14,1.0084713093141062,1.0151340364054091,1.0,1.1462963419747918
2022-01-18,0.9962763693362156,0.9903593860481028,1.0,1.1259959053797397
2022-01-19,1.0040944386526034,1.0059132262655515,1.0,1.1143040378875713
2022-01-20,0.9938101623352771,0.9853945965270832,1.0,1.1019708443304315
2022-01-21,0.978379064062848,0.9549229405120409,1.0,1.0803384228312085
2022-01-24,0.9739514016014065,0.9462425648184196,1.0,1.0849263708344643
2022-01-25,0.9753040441924495,0.9488724281094956,1.0,1.0716805209540965
2022-01-26,0.9663041802688869,0.9313791232895962,1.0,1.06899188475864
2022-01-27,0.9587362826304466,0.9170364234677901,1.0,1.0637132779161842
2022-01-28,0.9740569235431911,0.9465189184273018,1.0,1.0901309785155773
2022-01-31,0.992885220848634,0.9829754458399647,1.0,1.1097654226585438
2022-02-01,1.0009779043458793,0.9984761419752608,1.0,1.1172640043412847
2022-02-02,0.9994026616636431,0.9953341282952696,1.0,1.128117214671568
2022-02-03,0.9926374383283058,0.9816557488157999,1.0,1.1016008485237174
2022-02-04,0.9955799996349841,0.9874808405180019,1.0,1.106780789817716
2022-02-07,1.0077058057250503,1.01133947442251,1.0,1.1032288300732598
2022-02-08,1.010781779713138,1.0175110167830783,1.0,1.1123060605313146
2022-02-09,1.0122728615401655,1.0205204225301066,1.0,1.128585876026739
2022-02-10,1.0127132192992732,1.021346051295932,1.0,1.1083101058188014
2022-02-11,1.006462583890513,1.0087531531021496,1.0,1.0864556868355497
2022-02-14,1.0026515517134849,1.0014384495145723,1.0,1.0829037270910935
2022-02-15,1.0036892292425859,1.0035014669713151,1.0,1.1003675291680033
2022-02-16,1.0089505786939625,1.0140260491076094,1.0,1.1016008485237172
2022-02-17,1.0096377577483442,1.0154744712311963,1.0,1.0780691152166946
2022-02-18,1.0027088315011798,1.0016451632225911,1.0,1.0710885276633535
2022-02-22,1.0038077695156644,1.0039221103486977,1.0,1.0595939912680994
2022-02-23,0.9985608945193581,0.9935222669494091,1.0,1.0407982042870185
2022-02-24,0.9997755126768282,0.9959648810918379,1.0,1.056461360104586
2022-02-25,1.0066830302783587,1.0095187432378412,1.0,1.07977109592758
2022-02-28,1.0034242099271637,1.0039604044788153,1.0,1.0770084605707806
2022-03-01,1.0128237568566132,1.0228497791324487,1.0,1.060605313139785
2022-03-02,1.012045761013429,1.020997893426238,1.0,1.08011642534718
2022-03-03,1.0121538415503928,1.021275433425721,1.0,1.074739152956267
2022-03-04,1.001651737611251,1.0001870721821224,1.0,1.0660072519178123
2022-03-07,0.9866121231808935,0.9702665078174373,1.0,1.0345822747342204
2022-03-08,0.9917565774927598,0.9800513424104772,1.0,1.0267383636318796
2022-03-09,1.0165056169799291,1.028674178629963,1.0,1.0542660516514155
2022-03-10,1.011564488525458,1.0186772215874271,1.0,1.0495054389383596
2022-03-11,0.9989486877652312,0.9936676576000053,1.0,1.0361609235095344
2022-03-14,0.9925364775179967,0.9810676392745745,1.0,1.0285883426654507
2022-03-15,0.9979980915474901,0.9917665592900808,1.0,1.051207419649245
2022-03-16,1.00123615285954,0.9982860979694058,1.0,1.074517155472239
2022-03-17,1.0135633342349548,1.02251697843712,1.0,1.0879603364495214
2022-03-18,1.015198640115008,1.0258005517355604,1.0,1.0964702400039479
2022-03-21,1.0182459401794342,1.0319312635928342,1.0,1.0961495769714622
2022-03-22,1.0311921924780425,1.0581838707483402,1.0,1.1089760982708876
2022-03-23,1.019162778139792,1.033572237924523,1.0,1.09469426013172
2022-03-24,1.0206505283720804,1.0365917591997662,1.0,1.111196073111173
2022-03-25,1.0214914237306276,1.0382592277479592,1.0,1.1166226782763145
2022-03-28,1.0089002090480104,1.0126677499773056,1.0,1.1245652549271126
2022-03-29,1.0088625850082849,1.0125854764018996,1.0,1.1384770972595661
2022-03-30,0.9986191855975883,0.9919973011091611,1.0,1.1314471769319965
2022-03-31,0.988033900969844,0.9709716492944407,1.0,1.1140327076293153
2022-04-01,0.9952475158856195,0.9852074686853489,1.0,1.117190005179943
2022-04-04,1.0018496236492223,0.9982441543514197,1.0,1.1267605633802835
2022-04-05,0.9852657337669882,0.9652113207776093,1.0,1.1125280580153443
2022-04-06,0.9748055048912752,0.9449880017115225,1.0,1.1014035174268042
2022-04-07,0.9703916207774819,0.9367778018043186,1.0,1.106953454527517
2022-04-08,0.9699168536852903,0.9361812834298269,1.0,1.1039934880738036
2022-04-11,0.9657588389711549,0.9281960763930264,1.0,1.0851237019313797
2022-04-12,0.9622368492243561,0.9214511776462302,1.0,1.081103080831752
2022-04-13,0.9697976886763311,0.9358823511363571,1.0,1.0934856071631203
2022-04-14,0.9687237275023115,0.9339538974650421,1.0,1.079869761476038
2022-04-18,0.9637748185267682,0.9330116430285182,1.0,1.080313756444095
2022-04-19,0.9609331377686695,0.9275183286890019,1.0,1.0977528921338906
2022-04-20,0.9655977254518732,0.9364158368771205,1.0,1.0969389013591193
2022-04-21,0.9558691108325453,0.9175637570336884,1.0,1.0805357539281235
2022-04-22,0.9499728011015498,0.9064701336236938,1.0,1.0508867566167597
2022-04-25,0.9506845139765124,0.9083530150356895,1.0,1.0569793542339867
2022-04-26,0.9349429025184259,0.8782769704080394,1.0,1.026368367825166
2022-04-27,0.9301383419869693,0.869311915893817,1.0,1.0292543351175367
2022-04-28,0.9338050210086656,0.876114755028358,1.0,1.0552527071359874
2022-04-29,0.9233313776314453,0.856593558359812,1.0,1.0162551491083116
2022-05-02,0.9170722956673726,0.8419223275656611,1.0,1.022372413112653
2022-05-03,0.9301981367072368,0.8659882783655467,1.0,1.0270590266643662
2022-05-04,0.9398642796210827,0.8840098764086627,1.0,1.0583360055252724
2022-05-05,0.9182039698111646,0.8433373702582115,1.0,1.0207197651759963
2022-05-06,0.9130750526423699,0.8341035133183705,1.0,1.0146271675587692
2022-05-09,0.8971633859773083,0.8079250322098412,1.0,0.9821415357292633
2022-05-10,0.9045612764489849,0.8211656368964508,1.0,0.9844108433437769
2022-05-11,0.8800945865248697,0.7768349342237993,1.0,0.9687723539133238
2022-05-12,0.8895944702065488,0.7937809629591865,1.0,0.9677610320416383
2022-05-13,0.9000081334236856,0.8126804496310726,0.9985017481269355,0.9908981031548325
2022-05-16,0.891712053899217,0.7827268068892257,1.017244151999771,0.9868774820552049
2022-05-17,0.9228871660406108,0.8090097020489776,1.0526129782934082,1.007177918650257
2022-05-18,0.8894664948897824,0.7877407895022162,1.0040079961149642,0.9665770454601531
2022-05-19,0.9084975489619902,0.8133847473745616,1.0142587316679823,0.960657112552726
2022-05-20,0.9063931108075349,0.8096074833744491,1.01417228072485,0.9610764411336687
2022-05-23,0.9306087676640852,0.8205468226595686,1.0545556415923283,0.9790582373399785
2022-05-24,0.9175103414348267,0.8039213812791705,1.0462451889285065,0.9715843220443519
2022-05-25,0.9269431771354183,0.8032900783222092,1.0685062252645303,0.9801682247601212
2022-05-26,0.9504210933867927,0.8304755576389069,1.08639398015963,0.9997533361288591
2022-05-27,0.9750169903268449,0.8508389286635812,1.1160195545765461,1.0242963913075671
2022-05-31,0.9842009413459099,0.8732082840206545,1.1074650140152653,1.01854912310994
2022-06-01,0.997696368049205,0.8772612392870794,1.1326222592374091,1.0103105498137706
2022-06-02,1.002026081035385,0.8824068016537674,1.1355443733107313,1.0295503317629084
2022-06-03,0.9944864982761067,0.869877296308528,1.1345369327539556,1.012653856589627
2022-06-06,0.9839371470979711,0.8537330959286301,1.1310833725562444,1.015737154978912
2022-06-07,1.0064553970213381,0.8665705357901641,1.1658193927697271,1.0254803778890522
2022-06-08,0.999436489261754,0.8686321713722324,1.1467523645055155,1.014331170913398
2022-06-09,0.9814166799526164,0.8618361391585131,1.114365743759624,0.9902074443156326
2022-06-10,0.9562936220110511,0.8357206659998824,1.091212258039689,0.9614957697146114
2022-06-13,0.9183186857535038,0.7991846069285611,1.0526229522576531,0.9249895167854778
2022-06-14,0.9245058573323941,0.8077331088441185,1.056041718914108,0.9222022150415643
2022-06-15,0.9330334281961415,0.8256783481817892,1.0520001006759472,0.9353493993734753
2022-06-16,0.9018341470917625,0.8068445904094024,1.0056663212176997,0.9043930835450545
2022-06-17,0.8859534825486302,0.8049158029651233,0.9721849431405132,0.9024444389630265
2022-06-21,0.8997872332596486,0.8044463297435261,1.0029769477324346,0.9251621814952777
2022-06-22,0.8699608608059625,0.7876919393828923,0.9576451626192763,0.9234848671715068
2022-06-23,0.8459712029882928,0.7890216085760037,0.9030877342821222,0.9325374312424475
2022-06-24,0.8567980410778426,0.7840944974674353,0.9320630124747339,0.9621864285538112
2022-06-27,0.867244799406593,0.7716320433354835,0.9696035095602751,0.9585111368737835
2022-06-28,0.8682757338878156,0.7603183199290645,0.9861090278968754,0.9389260255050457
2022-06-29,0.8483301935033895,0.7551830065021294,0.9471131104232418,0.938161367504503
2022-06-30,0.8394968717810242,0.7606932721350923,0.9201263808460785,0.9305394538861906
2022-07-01,0.8445979643703323,0.7677186913077992,0.9229326990340122,0.9403813423447881
2022-07-05,0.8226928758940503,0.766368868048812,0.8812745955914322,0.9421573222170162
2022-07-06,0.8109990257392109,0.7558849286483098,0.8680842396088212,0.9453392861547582
2022-07-07,0.8461658707713086,0.7763008024241808,0.9199154985241901,0.9594977923583545
2022-07-08,0.8471714832482861,0.7838985061096959,0.913093103867667,0.9587084679706976
2022-07-11,0.831510663207719,0.7666369344889875,0.8996275910133461,0.9477565920919576
2022-07-12,0.8132254431469166,0.755402834826727,0.8736247221347504,0.9393700204731026
2022-07-13,0.8229084046548744,0.7582434529816846,0.8911162464713099,0.9344367430502467
2022-07-14,0.8031799471082747,0.7417313498221878,0.8679171393827543,0.9321674354357331
2022-07-15,0.8165578999755188,0.7542848699087028,0.8822430492935941,0.9499765669322427
2022-07-18,0.8300434711067047,0.761713613251203,0.9025758806915394,0.9421326558299018
2022-07-19,0.9011829477680774,0.861459264780655,0.9389710370408023,0.9675883673318381
2022-07-20,0.9217647504236968,0.8854772588500027,0.9556464842812853,0.9737549641104079
2022-07-21,0.9115216371027732,0.8801438542207207,0.9401737227341769,0.9836708517303484
2022-07-22,0.8907573450198326,0.8536535660048101,0.9256600033036166,0.974544288498065
2022-07-25,0.9037199131920691,0.8454642574002422,0.9556721559603734,0.9757282750795504
2022-07-26,0.9008178504023385,0.8486095223161736,0.9459919607829405,0.9641844059100676
2022-07-27,0.9268737595191929,0.8733345912968383,0.9731113705170119,0.9892207888310613
2022-07-28,0.9242701190202359,0.872289786007388,0.9688933453237919,1.0016279815495437
2022-07-29,0.9457947625232802,0.8847821210304108,1.000176760547496,1.0162304827211972
2022-08-01,0.9336316600939517,0.8767426029248062,0.983611490961763,1.013221183493255
2022-08-02,0.9361183861219131,0.8832424394405172,0.9815680562367042,1.0065365925852854
2022-08-03,0.9346957937668404,0.9060394714050769,0.953283619956759,1.0222984139513098
2022-08-04,0.9203412704413989,0.9124853535387416,0.9171480066444365,1.02160775511211
2022-08-05,0.924220180107261,0.9036016675674748,0.934141552270613,1.0198811080141106
2022-08-08,0.9472117581648556,0.9437154408214885,0.939267910713279,1.018697121432625
2022-08-09,0.9486611110652189,0.9277008787772231,0.958253127584431,1.0146518339458832
2022-08-10,0.9764520732238703,0.9716320290979349,0.9690291923150034,1.0359635924126205
2022-08-11,1.0028413955236815,0.9914234686068026,1.0019165717106098,1.0359635924126205
2022-08-12,1.0201248702882895,1.014725435501965,1.013059863850063,1.053501393650873
2022-08-15,1.024392823018468,1.0354531232373307,0.995364001713572,1.0578426777829864
2022-08-16,1.0110142672168068,1.0100640647326338,0.9936072418424231,1.059914654300586
2022-08-17,0.9913141627232614,0.9735473106452415,0.9908405095759895,1.0523914062307307
2022-08-18,1.0049153192327733,0.9665599949934242,1.0246888970772952,1.0554500382329013
2022-08-19,1.0121046134845275,0.9367541428151468,1.0708209723914626,1.0412668656421906
2022-08-22,1.0401833391721707,0.976128200818215,1.0853808350680598,1.019585111368739
2022-08-23,1.0515880329554435,0.9722128104604733,1.1141249012483099,1.017118472657311
2022-08-24,1.059098362912781,0.9694120539904363,1.133151317491167,1.020374435756396
2022-08-25,1.0587248986799243,0.9612410428209923,1.14190932304269,1.0347796058311352
2022-08-26,1.0449350398482444,0.9465793631982881,1.129676668375925,0.9997533361288584
2022-08-29,1.0418804126491794,0.9368093861968692,1.1359811948091036,0.9931427443822315
2022-08-30,1.0174230599785088,0.9404607544299013,1.0784348917805031,0.9822402012777199
2022-08-31,1.0240282612513227,0.9412637563201238,1.091851530292547,0.9747662859820933
2022-09-01,0.9885757099816602,0.9033875131788498,1.0602514579394473,0.977824917984264
2022-09-02,1.0012030313105629,0.904536098492373,1.0861366078014603,0.9675143681704952
2022-09-06,0.9801422599248596,0.8801601697805294,1.0685301898689796,0.9638637428775818
2022-09-07,0.9798445081651159,0.8799614712475596,1.0688213637003507,0.9811795466318058
2022-09-08,0.9965434485472195,0.9005244647674536,1.0803122831879512,0.9875928072815185
2022-09-09,1.0207379421154856,0.933049580781065,1.093581175612289,1.0029353000666006
2022-09-12,1.0321229026873298,0.946829728312501,1.1034831131628813,1.0137145112355408
2022-09-13,1.0001946114315388,0.9102675019820977,1.0778130397135812,0.9696356774623235
2022-09-14,1.0216478123526136,0.919620842824902,1.112933885600659,0.9733356355294654
2022-09-15,1.0028351608117723,0.9151214874100471,1.0774132003337948,0.9622850941022683
2022-09-16,1.0192758972969171,0.9650911302400926,1.0533894226471427,0.9510372215781568
2022-09-19,1.0185781759903272,0.9577531990046704,1.0577707428603844,0.9584124713253264
2022-09-20,1.0013202097305984,0.9397824952817129,1.042021312969869,0.9474112626723576
2022-09-21,0.9920663415576533,0.9422166285527768,1.0201099782742749,0.9308847833057904
2022-09-22,0.9730469792475894,0.9299383412112098,0.9944916814446296,0.923065538590564
2022-09-23,0.9237646085842854,0.8874037032310433,0.9393760429578348,0.9075997138699107
2022-09-26,0.9024263567944718,0.871232918323327,0.9129798248873865,0.8986211489603131
2022-09-27,0.9143208543960889,0.8835406449704297,0.924085293497024,0.8963271749586851
2022-09-28,0.9479226785681307,0.9130566518413433,0.9611144207397094,0.9139636417453948
2022-09-29,0.9276488970168981,0.8896481455084685,0.9447614212187616,0.8948718581189427
2022-09-30,0.9289645204982975,0.8953403553321786,0.9413591644398049,0.8810340149478318
2022-10-03,0.9547954485322507,0.9148683460754639,0.9734630927192054,0.9042944179965974
2022-10-04,0.9996501943748645,0.9549934604122536,1.0218113163180893,0.9323154337584189
2022-10-05,0.9984152447980699,0.9471849598105004,1.0278345563929863,0.9301447916923622
2022-10-06,1.00605590567459,0.9476610487458027,1.0429640637848858,0.9205495671049075
2022-10-07,0.970463375985905,0.895182476066461,1.027135338956845,0.8948718581189428
2022-10-10,0.9589275975071613,0.8825009399749408,1.014839330682621,0.8880392688882872
2022-10-11,0.9425246846666254,0.8565573824054027,1.009977322284527,0.8824153326262315
2022-10-12,0.9333989882863136,0.852465588945479,0.9951965335268327,0.8795046989467465
2022-10-13,0.9644470581542953,0.8733983536213326,1.0369546597263397,0.9027157692212835
2022-10-14,0.9349650903916465,0.8457732737701817,1.0066259893577147,0.8821440023679744
2022-10-17,0.9577939445119537,0.8687228410334481,1.0284608068895646,0.9048124121259972
2022-10-18,0.9584612319760237,0.8595051546948961,1.0408191916929368,0.9154436249722516
2022-10-19,0.9568142887716758,0.8486584482345724,1.0504800038790183,0.9089563651611962
2022-10-20,0.9535404349785502,0.8421204046983684,1.0513833691089065,0.9013344515428838
2022-10-21,0.9688213844046899,0.8532385539336678,1.0711465887402292,0.923238203300364
2022-10-24,0.967064259293257,0.8524689273815176,1.0681711352619676,0.934535408598704
2022-10-25,0.9939600563553398,0.8793120826722842,1.093508439129981,0.9494585728028431
2022-10-26,1.0197614702131603,0.92186046993648,1.0948007816657481,0.942305320539702
2022-10-27,1.006695292907731,0.893950506621036,1.1000469410855476,0.937273377568389
2022-10-28,1.0110149747959707,0.9066074339686847,1.0939313716075296,0.9595717915196975
2022-10-31,1.0049719291433516,0.8882723097223842,1.1044952475717982,0.9526405367405849
2022-11-01,1.0110771195617487,0.8905137298103728,1.1150592482817336,0.9484719173182717
2022-11-02,0.9813545617541514,0.8641079591543693,1.0825443454748906,0.9246688537529922
2022-11-03,0.9800023665873251,0.8505400982279177,1.0960121807291947,0.9151476283268803
2022-11-04,0.9880355471700614,0.8604301528579318,1.1014854160897931,0.9283194790459056
2022-11-07,0.9934195729193728,0.8595241377284313,1.114670201845435,0.9371993784070461
2022-11-08,0.9845825476824793,0.8417565498631908,1.1176957117382578,0.9422559877654735
2022-11-09,0.9279801478051802,0.7875609220438502,1.0614248991078847,0.9228435411065355
2022-11-10,0.9569548392155215,0.8207625395236331,1.0828532598756146,0.9735576330134941
2022-11-11,1.0000453019268638,0.8873785254027236,1.0919076229158073,0.9829801928911489
2022-11-14,0.9901511819767184,0.8677644449650543,1.0944859007619663,0.9746182876594083
2022-11-15,1.0014279750703379,0.8730129502082212,1.1129593474822044,0.9829308601169204
2022-11-16,0.9785661224059619,0.8584697458043988,1.0809623177225116,0.9754322784341795
2022-11-17,0.9654084246074722,0.8388082308470075,1.0762555733776336,0.9724476455933517
2022-11-18,0.951615909963021,0.8243545942557893,1.0641039885791372,0.9768629288868076
2022-11-21,0.9355251117659629,0.7916637423527741,1.0703971361744427,0.9733109691423514
2022-11-22,0.9441325723682594,0.7813343758503258,1.1035952985793807,0.9864088207000337
2022-11-23,0.9692325487435461,0.8242890345417463,1.1023617681239837,0.992624750252832
2022-11-25,0.9710366440394991,0.8245652603010811,1.106091149569677,0.9924027527688034
2022-11-28,0.9526146282189281,0.8118726785257946,1.0809822973510754,0.9765669322414361
2022-11-29,0.9509714891504907,0.795742207326987,1.09844362614193,0.9748896179176652
2022-11-30,0.9605023014967651,0.802413085255757,1.1118883815664815,1.005599269874943
2022-12-01,0.9458501216125978,0.7850698914881801,1.1021789971357514,1.0048592782615147
2022-12-02,0.967515312701773,0.8232267653942913,1.0992365033241487,1.0036999580671435
2022-12-05,0.9374856865431019,0.803855834574513,1.0571324048833208,0.9856441626994908
2022-12-06,1.0302377824095539,0.9736526315568932,1.0430282790496868,0.9714363237216659
2022-12-07,1.0329656882604965,0.984870738340619,1.0378331104591012,0.9697836757850092
2022-12-08,1.058555136295647,1.0443292655377199,1.0266916989297175,0.9773809230162073
2022-12-09,1.0674920474810226,1.0699658572776323,1.0180528732703835,0.9700796724303804
2022-12-12,1.065418731577606,1.04242501318022,1.0386794459534632,0.9840655139241768
2022-12-13,1.0593712721366308,1.0200922298019035,1.0490982873026053,0.9915147628326892
2022-12-14,1.0575007817092414,1.011797073465424,1.0538872535044213,0.9851755013443193
2022-12-15,1.0477206467335245,0.9962756866775895,1.0505258047560113,0.9610764411336684
2022-12-16,1.0362265035091769,0.9871338398416303,1.0371441945126971,0.9453886189289866
2022-12-19,1.0458363530195316,1.012422043317615,1.02975703359365,0.9373720431168459
2022-12-20,1.0584851930115924,1.0150459958104248,1.0517906798470413,0.9386546952467886
2022-12-21,1.0721050152963558,1.0160729346942263,1.077768130939204,0.9526898695148136
2022-12-22,1.0480843825057724,1.0048662398808665,1.041102838018676,0.9390986902148457
2022-12-23,1.0753172959564392,1.0340662586509988,1.064868935895838,0.9445006289928729
2022-12-27,1.0628550831878052,1.0082251501074126,1.0669020554983228,0.9407760045386167
2022-12-28,1.01675165803781,0.9593435159779194,1.0260506133677847,0.9290841370464483
2022-12-29,1.0419163692777198,0.9915628549275738,1.042398801357732,0.9458079475099297
2022-12-30,1.0687418859389557,1.0403535990097743,1.0448493653976083,0.9433166424113875
2023-01-03,1.0516817446689262,1.0363969135004951,1.0157550689788406,0.9393453540859885
2023-01-04,1.07129553758553,1.0672287885146778,1.023312631784793,0.9465972718975866
2023-01-05,1.0731639083177678,1.0636398438486718,1.0303858103190047,0.9357933943415322
2023-01-06,1.0931140457035862,1.0703673324225387,1.0623202188652185,0.9572531511309552
2023-01-09,1.1106172948720645,1.0958867195737694,1.0710084885574367,0.9567104906144412
2023-01-10,1.1332739331410235,1.131381673571748,1.079824626702519,0.9634197479095252
2023-01-11,1.1425360439966474,1.1457491478503818,1.083441717064196,0.9756049431439794
2023-01-12,1.1864691922501336,1.201367819708776,1.1141769299397637,0.9791569028884357
2023-01-13,1.2186163047663485,1.2442165014555555,1.1353428332189497,0.9829555265040347
2023-01-17,1.2318680280137713,1.2600635492861123,1.1452164230415267,0.9811548802446922
2023-01-18,1.2024991022220357,1.2303090489712496,1.1179981968510615,0.9656643891369249
2023-01-19,1.1825766268772913,1.2118295624944473,1.097758320582707,0.9586344688093552
2023-01-20,1.2056822921698414,1.2300298368344902,1.1240600862004755,0.9764929330800936
2023-01-23,1.2189056133251703,1.2447805952615187,1.1352124521307692,0.9882094669593763
2023-01-24,1.2240675441901563,1.2570997688283498,1.1336471988488563,0.9871488123134622
2023-01-25,1.2182412003566152,1.2598997775749068,1.120383816402047,0.9875188081201766
2023-01-26,1.2177639165161245,1.265162446054271,1.1146240501118538,0.9983720184504594
2023-01-27,1.21287769284383,1.2735295462363043,1.0982793473529422,1.0006659924520873
2023-01-30,1.1923521818507903,1.252512202928242,1.0847524268212823,0.988110801410919
2023-01-31,1.208499051280144,1.246677835631409,1.1191725399364525,1.0026393034212298
2023-02-01,1.234972459799096,1.2739569286029366,1.1435026388541913,1.0132951826545984
2023-02-02,1.2298236355799261,1.2487594698035014,1.1561804344497115,1.0280456821489374
2023-02-03,1.208662947205422,1.2341950510351385,1.1299732624660417,1.0171184726573117
2023-02-06,1.2015694458128743,1.234859685257561,1.1163579161882604,1.010902543104513
2023-02-07,1.2026408557428947,1.2442144625755176,1.1099745714881573,1.024123726597767
2023-02-08,1.1959181985262093,1.2424771743051861,1.0990229306668622,1.0129251868478841
2023-02-09,1.179250022681741,1.2280682937404919,1.0812087731934827,1.0041439530352008
2023-02-10,1.1784105011366643,1.225856737604642,1.0816719435312907,1.0064872598110575
2023-02-13,1.1982324591589841,1.2580410326419997,1.089654099719331,1.018302459238797
2023-02-14,1.2165820543394286,1.2831714347774577,1.1011647884663947,1.0178337978836258
2023-02-15,1.264494030520058,1.3761879203557086,1.1083679836766929,1.0211390937569393
2023-02-16,1.264512765045305,1.3718320676760312,1.1116292009728876,1.0070792531018
2023-02-17,1.2508874136772952,1.3489200194153075,1.1061551877333273,1.0045632816161436
2023-02-21,1.234173021650138,1.343062754165259,1.0831388789113405,0.9844108433437773
2023-02-22,1.23817046565013,1.3581550850810284,1.0779415141197402,0.983054192052492
2023-02-23,1.258441451139351,1.3802664976245012,1.0955550093802306,0.9882834661207193
2023-02-24,1.2386834234546502,1.3435250478725642,1.0903377694509997,0.9777262524358076
2023-02-27,1.249743785556799,1.34949517618376,1.1049158778681643,0.9810562146962355
2023-02-28,1.2549146648554412,1.3612988260893388,1.1042237684472147,0.9774302557904363
2023-03-01,1.2685631743881234,1.3530504489252793,1.1349332591317736,0.9736809649490659
2023-03-02,1.2625690665912994,1.349943662154318,1.1268413953698808,0.9812535457931497
2023-03-03,1.278957614848389,1.3555469232713049,1.1513930551408762,0.99699070077206
2023-03-06,1.2835432880024935,1.3660000655710773,1.153477231127989,0.9976813596112598
2023-03-07,1.2831917080317463,1.3810593894388128,1.1402475173621718,0.9823881996004065
2023-03-08,1.2820763586647106,1.3704071040559909,1.1469463747946445,0.9839915147628348
2023-03-09,1.2560249550826148,1.3520608620509482,1.1158332817143857,0.965837053846725
2023-03-10,1.217405018208589,1.3221529765585136,1.0719136092326944,0.9519005451271572
